,user_id,lgb
499,632,"[838571, 834962, 9707137, 852235, 857697]"
500,633,"[961730, 833940, 1046789, 5590965, 8119129]"
501,635,"[854852, 1133018, 1026118, 1082141, 970160]"
502,636,"[10457128, 1043895, 5592610, 8358933, 5590613]"
503,637,"[926905, 15926844, 1099164, 977559, 925437]"
504,638,"[1059347, 1083341, 924427, 1070639, 870372]"
506,641,"[1131830, 1034462, 919589, 1104349, 882489]"
507,643,"[868386, 1125943, 1058543, 1026209, 12385477]"
508,644,"[821083, 874753, 9878513, 969494, 908314]"
509,647,"[969039, 1038325, 1058591, 906026, 828143]"
510,648,"[1119051, 895268, 945662, 9858794, 1037332]"
511,650,"[1133018, 1058997, 908531, 862349, 844165]"
512,652,"[847344, 832678, 920844, 1059236, 1065061]"
513,653,"[1037840, 930486, 868764, 1067443, 1122732]"
514,654,"[864893, 9836752, 907128, 1096842, 1098284]"
515,655,"[901976, 902856, 850925, 6464126, 6979753]"
516,656,"[926905, 12384601, 9881593, 1025650, 974265]"
517,658,"[1056212, 845675, 961447, 1139702, 922092]"
518,659,"[872062, 1076875, 6391532, 950615, 1115387]"
519,660,"[13907063, 886996, 1004950, 904236, 1125199]"
520,661,"[1110572, 13158064, 901762, 1055403, 935570]"
521,662,"[1095710, 883670, 822407, 922636, 1011920]"
522,663,"[1005173, 1134143, 1088683, 1036486, 5591538]"
523,664,"[903529, 6704207, 965530, 5591609, 7443013]"
524,665,"[1071171, 875089, 847529, 1059153, 982493]"
525,666,"[1089066, 937626, 972235, 9677874, 905537]"
526,667,"[1058272, 898601, 1072523, 13842088, 1082310]"
527,668,"[1123536, 1112824, 1037332, 897953, 1049735]"
528,669,"[880427, 923670, 1131382, 5565447, 12352054]"
529,670,"[12263857, 867547, 8180927, 867138, 840640]"
530,671,"[949151, 847434, 1020739, 12384953, 843259]"
531,672,"[970866, 891516, 1071759, 928092, 932242]"
532,673,"[827683, 1080784, 868909, 1025611, 1089766]"
533,674,"[845109, 936914, 6904666, 835595, 1053985]"
534,675,"[910673, 956274, 1121384, 1139142, 1075032]"
535,676,"[862335, 1107553, 898510, 1095227, 1013928]"
537,679,"[1053988, 887219, 1065979, 936830, 947865]"
538,680,"[900586, 871754, 864312, 832442, 8181477]"
539,681,"[890695, 856252, 882496, 882604, 1113651]"
540,684,"[878739, 867215, 992622, 901067, 1039781]"
541,685,"[1097398, 1015539, 1088191, 1087184, 866102]"
542,686,"[896369, 914754, 1082212, 862152, 821970]"
543,687,"[828557, 872679, 5569349, 1018083, 843464]"
544,690,"[1006664, 1037840, 1088771, 1115069, 10457128]"
545,692,"[1067443, 873887, 9526100, 972416, 7431408]"
546,693,"[1044188, 1104349, 1109014, 842783, 1036501]"
547,694,"[1037840, 893501, 844165, 1043730, 898466]"
548,695,"[945805, 13039088, 882496, 840386, 993639]"
549,696,"[1048483, 5580525, 975633, 931136, 928263]"
550,697,"[1057260, 9925966, 9832514, 1039870, 928092]"
551,698,"[849843, 1120362, 834103, 995055, 881154]"
552,699,"[844759, 1078763, 941883, 917033, 1029125]"
553,700,"[877662, 922636, 1021116, 1109981, 1076516]"
554,701,"[913026, 891632, 1088429, 873861, 7169091]"
555,702,"[8203451, 8020234, 995230, 941368, 910964]"
556,703,"[901776, 946995, 1059347, 916575, 1121720]"
557,705,"[912112, 827683, 996750, 13654702, 1082310]"
558,706,"[8091225, 898601, 8091554, 969292, 1067565]"
559,707,"[7025114, 13213475, 1110111, 842930, 851903]"
560,708,"[1010164, 910439, 861419, 7168774, 12524174]"
561,709,"[10344971, 906017, 1139702, 1049922, 1009449]"
562,710,"[922636, 834103, 934131, 6553737, 897953]"
563,711,"[860174, 1037840, 864893, 983584, 1076875]"
564,712,"[921504, 900842, 915493, 941313, 963365]"
565,713,"[962229, 841266, 898601, 885290, 880427]"
566,714,"[959985, 819840, 1082454, 1048257, 1125123]"
567,715,"[6463451, 6463520, 1082269, 6396492, 6463808]"
568,716,"[12757280, 1005898, 9245108, 1092588, 1052325]"
569,717,"[861445, 1085604, 1058021, 7025204, 910473]"
570,718,"[856818, 1054483, 999971, 1098066, 944486]"
571,719,"[841266, 1026946, 911411, 5565322, 1051626]"
572,720,"[1115069, 895268, 1018050, 1056212, 863447]"
573,721,"[862732, 1011300, 1107553, 5569098, 9934800]"
574,722,"[1077312, 885356, 920958, 925854, 9677690]"
575,723,"[834962, 1022340, 916487, 827079, 968936]"
576,724,"[6602697, 9677202, 1107760, 1069806, 1005274]"
577,725,"[1027372, 827683, 961269, 845091, 906017]"
578,726,"[1093603, 939831, 912004, 849697, 926065]"
579,727,"[840764, 935126, 905817, 1031083, 950894]"
580,728,"[896611, 1080677, 891505, 881154, 1082947]"
581,729,"[6034857, 844165, 986912, 1004906, 1028816]"
582,730,"[8293447, 1130729, 1101744, 911622, 1019247]"
583,731,"[1107553, 927046, 1006922, 9835619, 881154]"
584,732,"[856345, 1054216, 8249371, 10284975, 12757065]"
585,733,"[7443137, 1036939, 1102250, 839818, 5566472]"
586,734,"[970160, 6391381, 907099, 1005274, 1116050]"
587,735,"[870428, 1043663, 928932, 1025650, 7147142]"
588,736,"[918684, 877498, 880438, 827671, 955921]"
589,737,"[1121393, 1095944, 9670915, 926033, 870559]"
590,740,"[9655212, 1139638, 9803207, 1099945, 1097909]"
591,741,"[5580166, 13654702, 907308, 903738, 1006264]"
592,742,"[879755, 1076875, 829550, 992622, 10457128]"
593,743,"[1044188, 882496, 827683, 828278, 993639]"
594,744,"[13115981, 1105478, 1081919, 996795, 849578]"
595,745,"[8203451, 854754, 1109014, 1136375, 10455984]"
596,747,"[835595, 10344971, 1019247, 948232, 1021715]"
597,750,"[845705, 908531, 1057260, 879755, 12757316]"
598,751,"[1054216, 947201, 912451, 1003838, 864335]"
599,752,"[987218, 877523, 1057749, 988009, 1078666]"
600,753,"[1030362, 5568072, 980246, 847207, 957190]"
601,754,"[841584, 1005274, 1016785, 8119093, 9859052]"
602,755,"[878442, 12782182, 9338009, 1096548, 1049735]"
603,756,"[1021519, 1012052, 881154, 1099905, 962991]"
604,757,"[1126045, 1081533, 878445, 1010051, 1002261]"
605,758,"[879755, 981760, 951590, 916416, 9553347]"
606,759,"[906844, 956274, 936914, 1020156, 9547021]"
607,761,"[832976, 914697, 905072, 9934800, 1010190]"
608,762,"[962199, 1011300, 10455984, 884344, 944167]"
609,764,"[977481, 965982, 13506119, 987838, 1075796]"
610,765,"[5570334, 5995291, 998236, 1039239, 1120508]"
611,766,"[908312, 964385, 916990, 1014054, 935578]"
612,767,"[1015781, 1042571, 5591520, 1076875, 1104349]"
613,768,"[9526572, 965797, 1067954, 965679, 1024329]"
614,769,"[827683, 9419525, 6533681, 873964, 942166]"
615,770,"[928589, 1015974, 8013544, 1013291, 837495]"
616,771,"[968936, 955075, 906017, 9419525, 868764]"
617,772,"[6034857, 1028816, 981760, 951590, 844165]"
618,773,"[835973, 10344585, 977481, 9655679, 10285144]"
620,776,"[1043971, 901762, 1138772, 1116180, 8205218]"
621,777,"[1046816, 6533608, 9526786, 923670, 862725]"
622,779,"[1057260, 822259, 852235, 955258, 924004]"
624,781,"[945652, 12524174, 986939, 1046816, 6514011]"
625,782,"[1057749, 820301, 10457044, 962991, 1096563]"
626,784,"[1139782, 6391134, 895268, 877662, 861792]"
627,785,"[1037332, 6533681, 825703, 964004, 8019186]"
628,786,"[972665, 1065538, 907647, 878715, 1012052]"
629,787,"[1079528, 857538, 1009821, 9368337, 1082212]"
630,788,"[996425, 1076875, 843744, 901976, 1134143]"
631,789,"[936355, 1043751, 883003, 1101010, 976199]"
632,790,"[7410320, 7409944, 9297310, 5570406, 1037089]"
634,793,"[1048727, 8090545, 13008321, 947201, 1045478]"
635,794,"[950638, 975085, 994223, 1090676, 1039870]"
637,796,"[969866, 1110572, 923746, 896613, 6034857]"
638,797,"[993441, 5570406, 889989, 994223, 981374]"
639,798,"[978974, 9655679, 9338009, 6533911, 5568758]"
640,799,"[5565447, 1119089, 9265288, 1074040, 1031492]"
641,800,"[9677202, 1137507, 7467081, 926465, 911974]"
642,801,"[1009449, 837107, 8119318, 862335, 1071594]"
643,802,"[1118946, 1087986, 914245, 966348, 834962]"
644,803,"[1087753, 1104649, 969725, 969866, 1096727]"
645,804,"[827683, 894591, 1076875, 5587656, 1134522]"
646,805,"[949023, 955258, 1049922, 965821, 1044188]"
647,806,"[868539, 1135932, 1139638, 846634, 1129321]"
648,807,"[896444, 965530, 15926507, 858999, 968932]"
649,808,"[1036501, 992151, 1016800, 13842214, 13842090]"
650,809,"[13672065, 823862, 889649, 9926758, 1028473]"
651,811,"[9527323, 970698, 890283, 1039870, 6704329]"
652,812,"[1021116, 1135468, 885290, 879755, 978382]"
653,813,"[965292, 931579, 6772782, 5580166, 6533608]"
654,814,"[961791, 989703, 910161, 886703, 1013503]"
655,816,"[13213475, 1054539, 965050, 6979578, 837684]"
656,817,"[856345, 1092588, 1108152, 1060408, 1086061]"
657,818,"[8013544, 9297191, 7168431, 9297151, 15452641]"
658,820,"[992622, 1109805, 1013868, 5580525, 1075353]"
660,823,"[830203, 12525270, 871514, 1058272, 13512938]"
661,824,"[1086061, 1038745, 1011926, 947316, 5580166]"
662,825,"[1031253, 910207, 915493, 858743, 12673433]"
663,826,"[961620, 986869, 1030093, 934399, 1073546]"
664,829,"[960791, 10457233, 902659, 955370, 15716719]"
665,831,"[1052975, 1069003, 937626, 951164, 1079820]"
667,836,"[851287, 1049735, 1107760, 911470, 1080472]"
668,838,"[825994, 832678, 903529, 1029624, 1017325]"
670,840,"[1090884, 1033814, 1060408, 1038985, 927238]"
671,841,"[1135468, 1135681, 1065259, 966379, 866118]"
672,842,"[972312, 12810418, 999971, 9245108, 1068124]"
673,843,"[9245108, 13910296, 1076875, 927485, 1048750]"
674,844,"[5566472, 9396821, 891542, 1083207, 833577]"
675,845,"[1071594, 8090533, 965679, 1009361, 9677447]"
676,846,"[14025461, 829291, 824931, 965963, 882496]"
677,847,"[1005274, 1008074, 8203451, 1000462, 868764]"
678,849,"[854754, 855202, 856210, 972657, 12171765]"
679,850,"[6464126, 1084949, 846760, 1072685, 845109]"
681,852,"[1011926, 5564763, 1098485, 13039088, 1128244]"
682,853,"[9859017, 871722, 1095751, 13007356, 870871]"
683,854,"[1130777, 911812, 1135096, 827683, 945998]"
684,855,"[963868, 1083446, 8159536, 1067849, 864658]"
685,856,"[15926887, 836703, 10341855, 928749, 6704134]"
686,857,"[9803483, 839262, 1104604, 1134292, 826784]"
687,858,"[1110142, 910473, 873627, 1092026, 6979099]"
688,859,"[1075368, 13841744, 894439, 6395907, 1132231]"
691,862,"[1103629, 891463, 15717057, 1094744, 12262992]"
692,863,"[5569135, 928932, 877310, 878445, 5565392]"
693,864,"[1101010, 1079724, 839438, 1102928, 979439]"
694,865,"[6443332, 1008074, 6513703, 843659, 12263931]"
695,866,"[1061220, 888054, 834631, 1089766, 1096066]"
696,867,"[1052155, 937928, 8019396, 905537, 938554]"
697,868,"[9884484, 930955, 8090653, 1075796, 836085]"
698,869,"[895680, 834962, 8019216, 826842, 983000]"
699,871,"[1039126, 878715, 1085141, 5563693, 1125904]"
700,873,"[1065979, 920844, 1045121, 1125123, 945200]"
701,875,"[8181477, 1058272, 13007600, 1129609, 929388]"
702,876,"[1003649, 843418, 1123106, 1056620, 1092040]"
703,877,"[899565, 989683, 902856, 955075, 827806]"
704,878,"[947798, 1108131, 1094619, 846823, 1068258]"
705,879,"[844759, 923005, 851865, 866548, 6533362]"
706,880,"[951590, 981760, 1058272, 833025, 921836]"
708,882,"[1137100, 9297017, 1065871, 970866, 6463986]"
709,883,"[950638, 1005274, 9524291, 1057749, 1110111]"
711,885,"[1076875, 1006483, 13842214, 8203451, 839438]"
712,886,"[1078329, 928263, 958657, 868764, 922636]"
713,887,"[950894, 6772852, 988208, 845109, 1084036]"
714,888,"[826249, 5568072, 911470, 1131382, 928263]"
715,889,"[983316, 13213271, 9881592, 1070276, 935968]"
716,891,"[1093571, 13654702, 6704207, 936914, 861445]"
717,893,"[8292958, 907662, 923314, 876806, 1060318]"
718,894,"[9297062, 1086274, 942166, 8203451, 8358383]"
719,895,"[868888, 7024847, 1121656, 1085031, 892728]"
720,896,"[833598, 13842088, 13115971, 6514030, 1060912]"
721,897,"[928263, 1079528, 7410201, 6979099, 1102829]"
722,898,"[893501, 1030362, 1057260, 955075, 891542]"
724,900,"[972418, 1107661, 1137771, 879393, 6979579]"
725,901,"[955921, 1132198, 1114605, 849578, 10457128]"
727,904,"[983096, 8091550, 985605, 1000148, 1029619]"
728,905,"[1078666, 9707080, 9707498, 1139835, 9527122]"
729,906,"[1137507, 12330794, 911974, 6979248, 860703]"
730,907,"[950550, 1029477, 1092588, 823862, 1067849]"
731,908,"[1057260, 1078666, 1015694, 965821, 917249]"
732,909,"[9935616, 852690, 849843, 6533936, 1003806]"
733,910,"[5582712, 882496, 894439, 1036930, 826597]"
734,911,"[913459, 5563693, 1092303, 10344585, 1112205]"
735,913,"[994223, 1121656, 9803601, 1091383, 910109]"
736,914,"[1073150, 1114883, 1064002, 970866, 851101]"
737,915,"[1036753, 1057260, 954642, 1081853, 1128163]"
738,916,"[824193, 901557, 1071733, 915493, 1095751]"
739,919,"[995055, 970158, 8181495, 6463520, 992622]"
740,920,"[1061220, 1097001, 12731470, 6034239, 7082640]"
741,922,"[1075353, 1132198, 1130581, 850768, 953243]"
742,923,"[883819, 6904666, 844759, 1089066, 1059347]"
743,924,"[6553737, 947201, 8205252, 6919082, 935393]"
744,925,"[944836, 1109014, 889533, 862349, 870515]"
745,926,"[924889, 1134633, 993441, 924562, 858743]"
746,927,"[933822, 907647, 6463451, 6443300, 933633]"
747,928,"[1131830, 1092303, 1120532, 838010, 9245040]"
748,929,"[845193, 1010190, 981716, 871188, 864312]"
749,931,"[12524439, 866043, 6979753, 1031083, 1115711]"
750,932,"[1039870, 7433888, 1033814, 864335, 1131526]"
751,933,"[1015539, 940023, 920844, 9835695, 13115667]"
752,934,"[840227, 1093113, 10355937, 954210, 10355865]"
754,936,"[963683, 9859112, 853037, 868546, 931297]"
755,937,"[1021116, 1134810, 1020156, 920463, 13189861]"
756,938,"[822407, 9881592, 945090, 1028715, 936889]"
757,939,"[13841744, 1092026, 9420312, 877175, 839438]"
758,940,"[1122180, 7409893, 10456164, 821565, 869895]"
759,941,"[6464166, 1052325, 1016709, 938849, 885463]"
760,942,"[1015539, 13842214, 13842090, 961379, 1014388]"
761,943,"[940090, 7443351, 1035207, 961269, 864335]"
762,944,"[1071336, 899115, 1028238, 997309, 930137]"
763,945,"[13871141, 1076738, 859987, 1067443, 858743]"
764,946,"[845109, 1082310, 950898, 1093413, 890423]"
765,947,"[1075283, 864312, 843567, 12731714, 1038745]"
766,949,"[1002261, 968932, 1035691, 1003600, 7433029]"
767,951,"[977481, 981760, 976199, 1076056, 8290587]"
768,952,"[856215, 843464, 13190240, 977344, 966379]"
769,953,"[877310, 952893, 6979427, 935968, 9419525]"
770,954,"[844165, 844179, 986912, 908531, 6034857]"
771,955,"[860703, 911974, 1135681, 958382, 989157]"
772,956,"[918345, 968936, 821083, 955858, 865992]"
773,957,"[14019790, 1032703, 12731470, 965009, 1139023]"
774,959,"[1029272, 13654702, 977344, 1047076, 1010164]"
775,960,"[856166, 6979437, 824977, 857538, 949983]"
776,961,"[956672, 1005609, 1091383, 1119993, 919596]"
777,962,"[1048300, 1028473, 854754, 7166861, 1059527]"
778,964,"[1044188, 1137010, 848154, 965138, 821025]"
779,965,"[9881948, 981677, 918098, 825118, 933527]"
780,966,"[923746, 1126899, 1075368, 844179, 838186]"
781,968,"[1075368, 1036501, 965797, 839094, 1056847]"
782,970,"[934369, 1122568, 9835619, 891516, 1075283]"
783,971,"[919535, 905998, 5565802, 13190524, 6602199]"
784,972,"[6632283, 13008334, 862349, 832678, 1136719]"
785,973,"[8118764, 12696089, 1087713, 1011312, 13417954]"
787,975,"[985911, 868888, 13381584, 910151, 1087376]"
788,976,"[977344, 9881592, 6533394, 865196, 1019028]"
789,977,"[1058021, 888054, 882308, 1048750, 13671735]"
790,978,"[1111129, 12263857, 1075796, 1072438, 1110483]"
791,979,"[904236, 984411, 888586, 1042702, 8066803]"
792,980,"[917427, 974988, 955587, 1125601, 841236]"
793,981,"[901460, 7151824, 9803819, 9803601, 821890]"
794,982,"[1075368, 5563693, 9677202, 906581, 1005456]"
795,983,"[842783, 12577242, 861184, 838010, 1072494]"
796,984,"[9655078, 987410, 933527, 12263857, 995852]"
797,985,"[907647, 916654, 1133893, 978343, 1015781]"
798,986,"[873964, 1116635, 1134143, 1035386, 5567292]"
799,987,"[845975, 864893, 877662, 918684, 970725]"
800,988,"[1044188, 1056775, 906345, 7433029, 970866]"
801,989,"[1089766, 1031864, 837495, 858999, 1049998]"
802,992,"[871440, 896369, 870515, 819330, 8181028]"
803,993,"[9483753, 887661, 5570383, 975633, 1013982]"
805,996,"[953539, 9297310, 932949, 881436, 962588]"
806,998,"[1037840, 901460, 935990, 10457180, 1136654]"
807,999,"[6704207, 950615, 820301, 1099164, 878442]"
808,1000,"[1048483, 1076608, 820895, 854731, 1125948]"
809,1001,"[997987, 8090570, 1104475, 8180927, 1125382]"
810,1002,"[1041984, 845319, 1134161, 927030, 878636]"
811,1004,"[897083, 10344971, 8203451, 961620, 7169089]"
812,1005,"[1086795, 1101449, 1031492, 1031864, 954102]"
813,1006,"[870515, 854852, 1052912, 1081177, 934369]"
814,1007,"[822259, 5569349, 988116, 1002832, 878739]"
815,1008,"[910473, 1139702, 827683, 951590, 1092937]"
816,1010,"[1076954, 953539, 9527323, 1008675, 1036093]"
817,1011,"[1031253, 905942, 1081919, 7025044, 13842090]"
818,1014,"[911974, 937626, 6904775, 9523059, 1008675]"
819,1015,"[6979578, 1017472, 1037332, 10455984, 1134472]"
820,1016,"[6979803, 15511396, 1111786, 1110111, 13213342]"
821,1017,"[10198378, 1102829, 9487467, 881154, 839438]"
822,1018,"[1036501, 862732, 1010190, 937626, 982955]"
823,1019,"[5567325, 996425, 999625, 1015280, 959900]"
824,1020,"[960791, 13008334, 833724, 994223, 977481]"
825,1021,"[896611, 902659, 1110111, 10344585, 10345155]"
826,1023,"[919423, 1139638, 963835, 9859182, 1002261]"
827,1024,"[1092885, 5582712, 1051283, 858999, 10204440]"
828,1025,"[1128464, 846764, 12132312, 954177, 10121981]"
829,1027,"[1018050, 862799, 1006835, 882489, 898363]"
830,1029,"[885290, 1021416, 965050, 896666, 15737492]"
832,1032,"[8090521, 1070820, 8090537, 981760, 844165]"
833,1033,"[13654702, 1008814, 851508, 848154, 1094619]"
836,1037,"[1008288, 936355, 952434, 1098435, 1067425]"
837,1039,"[972665, 831063, 9419422, 862335, 893400]"
838,1040,"[1056973, 1000707, 1093966, 999090, 1124818]"
839,1041,"[1115098, 948832, 1116635, 1127470, 845163]"
840,1042,"[1080841, 5569098, 6034569, 1048352, 919038]"
841,1045,"[873964, 1043663, 1003818, 6704134, 12524323]"
842,1046,"[888104, 1089986, 823862, 908312, 952399]"
843,1047,"[826144, 10285106, 874061, 1038443, 1127495]"
845,1049,"[880895, 937626, 898349, 819063, 941183]"
846,1050,"[868764, 972312, 1044299, 929231, 1139702]"
847,1051,"[933835, 951590, 1004906, 12731714, 1075368]"
848,1053,"[12731544, 7409982, 1038497, 8293426, 837969]"
849,1054,"[6463451, 6463520, 8203451, 994223, 882496]"
850,1055,"[1053672, 1103043, 1089705, 927080, 980943]"
851,1056,"[933822, 1075765, 875089, 1044188, 1069003]"
852,1057,"[916990, 1117219, 1107553, 1079528, 1013597]"
853,1058,"[849843, 1038462, 10341855, 835595, 996425]"
854,1060,"[827656, 1069003, 930838, 1098066, 868588]"
855,1061,"[875089, 943522, 864137, 1041531, 965009]"
856,1062,"[919423, 827656, 1099804, 1054567, 1133893]"
857,1064,"[825176, 1053403, 976864, 7409644, 985699]"
858,1065,"[8019808, 987218, 975651, 1072917, 8019186]"
859,1066,"[924352, 895268, 1139702, 983000, 889533]"
860,1067,"[988116, 1059236, 1045826, 870843, 1078666]"
861,1068,"[9420312, 9881948, 1103808, 878676, 1069788]"
862,1069,"[9419888, 923314, 9420181, 9419443, 1031419]"
863,1070,"[856345, 8293439, 1134398, 885939, 1113820]"
864,1071,"[983078, 1119399, 1045478, 873964, 983316]"
865,1072,"[907662, 937791, 10149656, 1103105, 936753]"
866,1073,"[1013597, 1096563, 13008327, 993574, 6919082]"
867,1074,"[13775274, 10344585, 7166865, 836163, 6464166]"
868,1075,"[1139303, 938554, 905537, 892768, 1085154]"
869,1076,"[1084968, 954499, 948381, 1034176, 819112]"
870,1077,"[891632, 909338, 879504, 1099503, 12731714]"
871,1078,"[6391163, 1011300, 1095944, 911622, 885356]"
873,1080,"[12781512, 971660, 12781608, 7409845, 1060005]"
874,1081,"[1137540, 908217, 974265, 927860, 1012627]"
875,1082,"[988421, 988202, 1051626, 1110042, 988572]"
876,1083,"[908843, 864335, 13073225, 1014054, 9707498]"
877,1084,"[967395, 6704207, 843744, 879008, 955921]"
878,1085,"[1089108, 924978, 899115, 1135971, 1064945]"
879,1086,"[1076954, 907957, 1130468, 1106073, 1008074]"
880,1088,"[1045478, 997011, 1077600, 1121624, 992933]"
881,1089,"[947798, 873964, 995055, 1050741, 1108168]"
882,1091,"[1139142, 887744, 13008325, 1068291, 9677670]"
883,1092,"[13841744, 1043128, 1089021, 1098284, 943233]"
884,1093,"[878676, 15926886, 907099, 1013407, 1085778]"
885,1094,"[1036501, 983795, 1073150, 9859112, 1011832]"
887,1096,"[900703, 1026118, 1131892, 1125278, 1046756]"
888,1097,"[992622, 857130, 981677, 982469, 849205]"
889,1098,"[13190294, 1135468, 1038443, 864893, 8205418]"
890,1099,"[868764, 1011300, 1102416, 1069003, 1092885]"
891,1100,"[8090521, 1053690, 1092026, 896085, 910473]"
893,1102,"[1137540, 1013578, 1086483, 13007600, 6979089]"
894,1103,"[1012913, 862535, 941033, 994994, 838637]"
895,1104,"[901460, 1114605, 1015731, 1065979, 5571261]"
897,1106,"[868764, 995242, 12757316, 976199, 1057260]"
898,1107,"[13842088, 1029504, 1105478, 1057168, 983316]"
899,1109,"[1096099, 1109014, 1120362, 1046816, 841016]"
900,1110,"[1775642, 1086061, 870428, 881154, 9297062]"
901,1111,"[969419, 1025650, 887219, 819840, 869900]"
902,1112,"[1095944, 1137100, 970160, 963007, 1131133]"
903,1113,"[9420077, 9655078, 9265288, 981591, 958153]"
904,1114,"[1046555, 5569135, 1067494, 1044188, 853756]"
905,1116,"[824193, 851241, 837908, 863885, 978974]"
906,1117,"[825176, 1072693, 864893, 879504, 863762]"
907,1119,"[906581, 900842, 897953, 901460, 978376]"
908,1121,"[1092937, 6979545, 902846, 1030409, 1116376]"
909,1123,"[1070719, 857176, 1129610, 851101, 13159156]"
910,1125,"[1006483, 6391381, 1130517, 1127732, 6533368]"
911,1126,"[877447, 1082172, 826666, 1076608, 6039994]"
912,1127,"[1102416, 1067565, 1114605, 858918, 881260]"
913,1128,"[921406, 1044188, 836703, 7409845, 1026258]"
914,1129,"[1037332, 901460, 1028473, 1039505, 826842]"
915,1130,"[935993, 1076608, 918345, 1093413, 10204440]"
916,1131,"[864893, 1115069, 5592232, 866043, 942166]"
917,1133,"[845109, 980246, 1112205, 1076875, 9881593]"
918,1134,"[855914, 1112825, 981591, 853448, 1039672]"
919,1135,"[908145, 1020210, 865511, 1136719, 938596]"
920,1136,"[1058272, 1041928, 1083446, 987410, 6979753]"
921,1137,"[935527, 924667, 868764, 885290, 1076875]"
922,1138,"[15926886, 1015539, 941515, 9835880, 1016298]"
923,1140,"[852235, 997907, 827667, 982833, 932503]"
924,1141,"[879755, 1084008, 13841744, 999581, 1107553]"
925,1142,"[1067695, 878715, 882826, 926796, 1108094]"
926,1143,"[844179, 1044078, 983584, 916122, 1092885]"
927,1145,"[1093490, 873964, 1104649, 1112754, 1028715]"
928,1146,"[959985, 1089021, 866528, 8249063, 13213676]"
929,1147,"[897671, 969725, 9837807, 944588, 9837153]"
930,1148,"[1011300, 873627, 1056509, 890999, 969419]"
931,1149,"[1026118, 848071, 986912, 1004906, 999250]"
932,1151,"[1136524, 13189919, 1021225, 834396, 911622]"
933,1152,"[1110111, 963234, 1090507, 893501, 1052294]"
934,1154,"[1000148, 835296, 1089108, 995895, 1001333]"
935,1155,"[907099, 992650, 923208, 1048383, 894439]"
936,1156,"[1080989, 7025496, 5592694, 10457180, 1003806]"
937,1157,"[939681, 1069506, 1052325, 871563, 855138]"
938,1158,"[938841, 1049735, 905459, 897953, 893811]"
939,1159,"[1050741, 6391080, 987838, 1080841, 856210]"
940,1160,"[837107, 835595, 6979248, 1002418, 9368501]"
941,1163,"[1103513, 1096727, 926033, 1068865, 1077133]"
942,1164,"[1098892, 9803819, 13654702, 1040435, 893676]"
943,1165,"[1136654, 9419198, 845193, 1111129, 926206]"
944,1166,"[967476, 1003649, 1093603, 12456589, 5566800]"
945,1167,"[1040861, 857736, 8019977, 953243, 1063577]"
946,1168,"[983584, 1019637, 1055044, 878715, 954642]"
947,1169,"[1038663, 992985, 929373, 1004950, 1072917]"
949,1172,"[963686, 1102416, 8159536, 9420312, 5995281]"
950,1173,"[13842214, 889533, 988822, 1070898, 854900]"
951,1174,"[6904613, 977481, 935968, 1043920, 1019275]"
952,1175,"[962266, 8066803, 963365, 1081919, 5565453]"
953,1177,"[1054957, 961979, 1004906, 986912, 854852]"
954,1178,"[6464165, 6534074, 1077643, 1069039, 856687]"
955,1179,"[1076769, 6514030, 6514011, 1116050, 1098066]"
956,1180,"[1104649, 12781777, 861419, 826784, 5587656]"
957,1181,"[1116635, 9368501, 909800, 6391163, 989181]"
958,1182,"[842392, 934427, 1044068, 5572738, 6772852]"
959,1185,"[877498, 934369, 12731544, 998373, 1004475]"
960,1186,"[903800, 1094924, 849205, 989239, 1026258]"
961,1187,"[1038462, 6979753, 991951, 854900, 947562]"
962,1188,"[1048727, 13007357, 825176, 1082090, 1107553]"
963,1189,"[904997, 1015296, 819840, 848071, 895268]"
964,1190,"[928263, 1116635, 947427, 1058709, 1135195]"
965,1191,"[7433029, 890695, 1041259, 965963, 1003806]"
966,1192,"[958700, 920002, 941883, 1112667, 845109]"
967,1193,"[1013928, 957951, 919423, 1058709, 1129609]"
968,1194,"[1038745, 910473, 1106956, 857902, 878445]"
969,1195,"[1009449, 1049372, 1075368, 1091090, 889989]"
970,1196,"[1047076, 881260, 1012801, 5573375, 924864]"
971,1197,"[13842214, 9859111, 13842090, 1013407, 1135971]"
972,1198,"[13417846, 900586, 13417590, 1011578, 915064]"
973,1201,"[6464165, 1095068, 839438, 13190294, 877662]"
974,1202,"[9925966, 906844, 854042, 1037332, 858711]"
975,1203,"[905817, 5583751, 904435, 13008136, 10285335]"
976,1204,"[917033, 863762, 7409664, 935770, 1039672]"
977,1205,"[1009821, 1072086, 833598, 5571176, 896958]"
978,1206,"[951164, 1088910, 7409618, 825176, 842783]"
979,1207,"[7433930, 1037840, 1018397, 1079987, 925437]"
980,1208,"[9420159, 1098284, 1083111, 1139303, 1031316]"
981,1209,"[986912, 1107839, 1093571, 953539, 885592]"
982,1211,"[879504, 965292, 972143, 921277, 977927]"
983,1213,"[1135681, 985265, 926808, 1080601, 1008626]"
984,1215,"[880427, 961979, 879528, 895268, 1131488]"
985,1216,"[10344585, 946995, 906917, 915605, 889649]"
986,1217,"[1065331, 1096066, 1075007, 921614, 1137540]"
987,1218,"[1067494, 824796, 887393, 823530, 1042765]"
988,1219,"[860469, 1077359, 934369, 983316, 992985]"
989,1221,"[870515, 896085, 1055504, 889649, 948119]"
990,1222,"[1004950, 5570383, 901460, 1104483, 1091090]"
